timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687344623278,351,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,350,0,56
1687344623370,347,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,347,0,56
1687344623370,349,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,349,0,53
1687344623372,347,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,347,0,58
1687344623371,352,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,344,0,55
1687344623370,353,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,353,0,62
1687344623530,347,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,347,0,50
1687344623527,350,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,350,0,52
1687344623629,349,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,348,0,52
1687344623629,353,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,353,0,53
1687344623627,370,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,355,0,52
1687344623718,350,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,349,0,53
1687344623720,351,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,351,0,46
1687344623723,352,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,352,0,48
1687344623723,356,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,356,0,50
1687344623720,363,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,359,0,52
1687344623879,338,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,338,0,48
1687344623878,346,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,346,0,50
1687344623983,334,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,334,0,43
1687344623998,341,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,341,0,43
1687344623978,353,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,336,0,46
1687344624071,331,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,331,0,40
1687344624069,335,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,335,0,42
1687344624080,330,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,330,0,42
1687344624084,328,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,328,0,42
1687344624075,417,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,417,0,51
